43.5422533301,-79.6598693400
43.5423204668,-79.6597589269
43.5423866888,-79.6596472961
43.5424519959,-79.6595344474
43.5424811213,-79.6594842902
43.5425154736,-79.6594191635
43.5425595536,-79.6593389676
43.5426809309,-79.6595541302
43.5429134939,-79.6598064399
43.5431047795,-79.6599940620
43.5433777625,-79.6602380530
43.5435898965,-79.6604375944
43.5436554343,-79.6604980339
43.5437241834,-79.6603714916
43.5437772368,-79.6602886203
43.5437905219,-79.6602697587
43.5438056364,-79.6602533323
43.5438190520,-79.6602456082
43.5438325257,-79.6602428341
43.5438523150,-79.6602411580
43.5438865508,-79.6602428753
43.5439199733,-79.6602520376
43.5440084372,-79.6602711212
43.5440337001,-79.6602755130
43.5440688070,-79.6602747354
43.5441604510,-79.6602578516
43.5441865271,-79.6602547984
43.5442432382,-79.6602535422
43.5442739892,-79.6602652394
43.5442921668,-79.6602796908
43.5443095312,-79.6603015872
43.5443206089,-79.6603248607
43.5443382778,-79.6603727448
43.5443552061,-79.6604342616
43.5445045990,-79.6608889527
43.5445223692,-79.6609454998
43.5445381071,-79.6609822865
43.5445758551,-79.6610532455
43.5445969360,-79.6610849627
43.5446124564,-79.6611031867
43.5446397371,-79.6611261018
43.5446668729,-79.6611366417
43.5447291155,-79.6611464045
43.5448138481,-79.6611544316
43.5448183505,-79.6610775857
43.5448216468,-79.6610515180
43.5448283844,-79.6610117579
43.5448369078,-79.6609707203
43.5448524876,-79.6609171481
43.5448655988,-79.6608834361
43.5448813236,-79.6608422390
43.5449076910,-79.6607871901
43.5449279601,-79.6607496059
43.5449589154,-79.6607018823
43.5449855147,-79.6606666336
43.5450600130,-79.6605696697
43.5451968711,-79.6604156211
43.5452377861,-79.6603726280
43.5452734306,-79.6603408922
43.5453037610,-79.6603167012
43.5453332348,-79.6602962427
43.5453591659,-79.6602808141
43.5453797539,-79.6602704552
43.5454174308,-79.6602584799
43.5454488499,-79.6602503569
43.5454740258,-79.6602473235
43.5455172343,-79.6602463664
43.5455560289,-79.6602529342
43.5455822355,-79.6602610187
43.5456120574,-79.6602702610
43.5456437376,-79.6602844136
43.5456600423,-79.6602927175
43.5457026842,-79.6603202438
43.5457708790,-79.6603769129
43.5458090780,-79.6604094891
43.5458472914,-79.6604433030
43.5458800748,-79.6604747614
43.5460267288,-79.6606188197
43.5460567826,-79.6606478630
43.5463947350,-79.6609807950
43.5464283604,-79.6610072838
43.5464465379,-79.6610217359
43.5464656300,-79.6610374056
43.5464919381,-79.6610541535
43.5466778658,-79.6611688740
43.5466510908,-79.6612660214
43.5466303851,-79.6613432283
43.5466012283,-79.6614676617
43.5465918915,-79.6615161456
43.5465782711,-79.6615832925
43.5465724625,-79.6616255090
43.5465665815,-79.6616615376
43.5465624138,-79.6616901010
43.5465575633,-79.6617372478
43.5465527563,-79.6617881072
43.5465505338,-79.6618290064
43.5465486735,-79.6619008445
43.5465488018,-79.6619887311
43.5465496419,-79.6620605094
43.5465529653,-79.6621136647
43.5465562162,-79.6621606322
43.5465612385,-79.6622050848
43.5465672044,-79.6622532301
43.5465759142,-79.6623050284
43.5465931601,-79.6623937743
43.5466036557,-79.6624442953
43.5466158793,-79.6624885886
43.5466364796,-79.6625562165
43.5466588802,-79.6626238046
43.5466803081,-79.6626852249
43.5466886848,-79.6627085594
43.5466998199,-79.6627367845
43.5467202318,-79.6627883242
43.5468709702,-79.6631278857
43.5468765967,-79.6629160829
43.5468803594,-79.6628528676
43.5468869817,-79.6628032057
43.5468954189,-79.6627547416
43.5469031151,-79.6627199106
43.5469126696,-79.6626899901
43.5469204237,-79.6626601094
43.5469299782,-79.6626301888
43.5469536314,-79.6625739609
43.5469844571,-79.6625150985
43.5470207417,-79.6624610669
43.5470508698,-79.6624195502
43.5470765840,-79.6623855585
43.5471129699,-79.6623401897
43.5471449708,-79.6623048210
43.5471805868,-79.6622706102
43.5472171465,-79.6622400921
43.5472546787,-79.6622157420
43.5472877825,-79.6621976792
43.5473424181,-79.6621729507
43.5473881968,-79.6621607970
43.5474295180,-79.6621524555
43.5474682256,-79.6621515993
43.5475115354,-79.6621593065
43.5475440722,-79.6621697279
43.5475775815,-79.6621863173
43.5476093339,-79.6622066592
43.5476402295,-79.6622307338
43.5476602651,-79.6622500971
43.5476821880,-79.6622768460
43.5476977517,-79.6622987840
43.5477161028,-79.6623280877
43.5477326390,-79.6623561938
43.5477437887,-79.6623856568
43.5477540382,-79.6624151398
43.5477605856,-79.6624360394
43.5477653472,-79.6624582164
43.5477720249,-79.6624902542
43.5477750295,-79.6625161837
43.5477762772,-79.6625458658
43.5477763736,-79.6627080291
43.5477712224,-79.6630374255
43.5477693180,-79.6631055523
43.5477683281,-79.6631748968
43.5477671645,-79.6632293903
43.5477697145,-79.6633704549
43.5477787504,-79.6636042191
43.5477787504,-79.6636042191
43.5477788517,-79.6636128822
43.5477844955,-79.6637105519
43.5478054466,-79.6640393717
43.5478104322,-79.6642348505
43.5478097020,-79.6643264716
43.5478061410,-79.6644070140
43.5478014484,-79.6644677750
43.5477957833,-79.6645223679
43.5477909606,-79.6645719905
43.5477843519,-79.6646228905
43.5477760296,-79.6646812558
43.5477617530,-79.6647694622
43.5477524726,-79.6648228969
43.5477431488,-79.6648726189
43.5477294976,-79.6649372912
43.5477165442,-79.6649846175
43.5477053188,-79.6650257160
43.5476435162,-79.6652078138
43.5473615232,-79.6650394942
43.5473512558,-79.6650855229
43.5473340471,-79.6651539870
43.5473185086,-79.6652112731
43.5473072687,-79.6652511338
43.5472925004,-79.6652972618
43.5472794312,-79.6653346870
43.5472619622,-79.6653808746
43.5472453357,-79.6654220920
43.5472278233,-79.6654645668
43.5471900259,-79.6655433880
43.5471583996,-79.6656109320
43.5471320876,-79.6656709312
43.5470952624,-79.6657559202
43.5470487230,-79.6658572159
43.5469319888,-79.6661160336
43.5466905868,-79.6657995083
43.5457953177,-79.6644662724
43.5456518969,-79.6642132022
43.5453656788,-79.6636835322
43.5448971296,-79.6627308406
43.5444106901,-79.6630201082
43.5441102421,-79.6631988074
43.5440718384,-79.6632256506
43.5440343493,-79.6632537113
43.5439977749,-79.6632829896
43.5439612293,-79.6633147429
43.5439264986,-79.6633476939
43.5438917824,-79.6633818823
43.5438579952,-79.6634185258
43.5438260229,-79.6634563670
43.5437940650,-79.6634954456
43.5437630363,-79.6635369793
43.5437338078,-79.6635784732
43.5437046083,-79.6636224421
43.5436772091,-79.6636663712
43.5436507390,-79.6637127553
43.5436251836,-79.6637603570
43.5436103001,-79.6637965825
43.5435919170,-79.6638415501
43.5435761333,-79.6638777954
43.5435569079,-79.6639277328
43.5435333986,-79.6639963321
43.5435193718,-79.6640288251
43.5434891093,-79.6641359457
43.5434699995,-79.6641957829
43.5434605314,-79.6642331265
43.5434450801,-79.6642978341
43.5434321702,-79.6643488696
43.5434184758,-79.6644098249
43.5433942212,-79.6645688007
43.5433877137,-79.6646283594
43.5433821063,-79.6646878983
43.5433782993,-79.6647473974
43.5433753924,-79.6648068767
43.5433742858,-79.6648663162
43.5433749795,-79.6649257159
43.5433765879,-79.6649863333
43.5433799821,-79.6650456735
43.5433851766,-79.6651049739
43.5433912713,-79.6651642545
43.5433922726,-79.6651728971
43.5433982662,-79.6652235152
43.5434079471,-79.6652814789
43.5434176279,-79.6653394426
43.5434300093,-79.6653973467
43.5434432764,-79.6654539935
43.5434574436,-79.6655106204
43.5434733967,-79.6655659702
43.5434902500,-79.6656213001
43.5435088891,-79.6656753529
43.5435284140,-79.6657281483
43.5435497392,-79.6657809040
43.5435719501,-79.6658324025
43.5435959468,-79.6658826237
43.5436208294,-79.6659315877
43.5436834134,-79.6660478003
43.5438583365,-79.6663001722
43.5440384869,-79.6665375764
43.5442148484,-79.6667589737
43.5442631929,-79.6668123727
43.5442996763,-79.6668524170
43.5443406174,-79.6668886497
43.5443753437,-79.6669324464
43.5444091698,-79.6669762629
43.5444421246,-79.6670225744
43.5444741792,-79.6670689058
43.5445053625,-79.6671177321
43.5445347598,-79.6671678356
43.5445632569,-79.6672179590
43.5445908827,-79.6672705774
43.5446176083,-79.6673232156
43.5446462496,-79.6673857144
43.5446666161,-79.6674335415
43.5446888840,-79.6674899916
43.5447102517,-79.6675464615
43.5447307480,-79.6676054264
43.5447494439,-79.6676644310
43.5447663394,-79.6677234753
43.5447823636,-79.6677850145
43.5447974731,-79.6678453360
43.5448107967,-79.6679069347
43.5448223343,-79.6679698106
43.5448329717,-79.6680327064
43.5448427088,-79.6680956220
43.5448497454,-79.6681585972
43.5448567964,-79.6682228098
43.5448611468,-79.6682870819
43.5448645970,-79.6683513739
43.5448671470,-79.6684156857
43.5448686382,-79.6684664045
43.5448675874,-79.6685307955
43.5448719952,-79.6686000178
43.5449220421,-79.6695731008
43.5449312671,-79.6696694498
43.5449413778,-79.6697645416
43.5449523886,-79.6698596136
43.5449651997,-79.6699546461
43.5449798110,-79.6700496390
43.5449953081,-79.6701433746
43.5450126054,-79.6702370708
43.5450308029,-79.6703307471
43.5450507862,-79.6704231465
43.5450725555,-79.6705142687
43.5450952392,-79.6706066088
43.5451188086,-79.6706976917
43.5451441640,-79.6707874975
43.5451713196,-79.6708772639
43.5451993610,-79.6709657730
43.5452283025,-79.6710542624
43.5452590299,-79.6711414748
43.5452915431,-79.6712274102
43.5453240420,-79.6713121082
43.5453592413,-79.6713967469
43.5453944262,-79.6714801482
43.5454313970,-79.6715622725
43.5454701537,-79.6716431198
43.5455088960,-79.6717227297
43.5455494386,-79.6718023002
43.5455917671,-79.6718805937
43.5456120024,-79.6719172851
43.5458238310,-79.6723248427
43.5459351099,-79.6725254101
43.5459664633,-79.6725890910
43.5459949581,-79.6726392182
43.5460225670,-79.6726906028
43.5460492901,-79.6727432447
43.5460742128,-79.6727959262
43.5460982641,-79.6728511025
43.5461214152,-79.6729062987
43.5461427802,-79.6729627720
43.5461632594,-79.6730205026
43.5461819382,-79.6730782728
43.5461997311,-79.6731373003
43.5462157380,-79.6731976048
43.5462308447,-79.6732579292
43.5462441511,-79.6733182931
43.5462565715,-79.6733799143
43.5462672060,-79.6734428126
43.5462769258,-79.6735044931
43.5462848596,-79.6735674507
43.5462909931,-79.6736304477
43.5462962406,-79.6736947021
43.5462996734,-79.6737577584
43.5463022204,-79.6738220720
43.5463029526,-79.6738851875
43.5463027989,-79.6739495603
43.5462970617,-79.6740759493
43.5462914925,-79.6741392029
43.5462850231,-79.6742024763
43.5462776534,-79.6742657694
43.5462684690,-79.6743278644
43.5462574842,-79.6743899988
43.5462455992,-79.6744521530
43.5462318995,-79.6745131090
43.5462172995,-79.6745740847
43.5462008848,-79.6746338623
43.5461835555,-79.6746924220
43.5461653261,-79.6747510014
43.5461452818,-79.6748083827
43.5461277947,-79.6748533291
43.5457898984,-79.6755316544
43.5455722558,-79.6759424381
43.5455476240,-79.6759924917
43.5455248070,-79.6760437434
43.5455028900,-79.6760949753
43.5454827878,-79.6761474053
43.5454636001,-79.6762010531
43.5454453268,-79.6762559188
43.5454288682,-79.6763119825
43.5454132954,-79.6763667890
43.5453995516,-79.6764240311
43.5453867080,-79.6764812535
43.5453756791,-79.6765396741
43.5453664361,-79.6765968176
43.5453581220,-79.6766564166
43.5453506936,-79.6767147583
43.5453450800,-79.6767742981
43.5453412666,-79.6768337986
43.5453398244,-79.6768647765
43.5452945699,-79.6773113938
43.5452663566,-79.6775967169
43.5452417003,-79.6778782485
43.5452298420,-79.6779428761
43.5452170835,-79.6780075232
43.5452025246,-79.6780722097
43.5451870511,-79.6781356783
43.5451697629,-79.6781979487
43.5451506744,-79.6782602584
43.5451315715,-79.6783213305
43.5451097680,-79.6783824616
43.5450879502,-79.6784423551
43.5450634174,-79.6785010700
43.5450388704,-79.6785585474
43.5450125086,-79.6786148265
43.5450019496,-79.6786361005
43.5449852467,-79.6786711252
43.5449570559,-79.6787249684
43.5449270647,-79.6787788509
43.5448961447,-79.6788302780
43.5448643245,-79.6788817247
43.5448315755,-79.6789307159
43.5447970118,-79.6789785089
43.5447704210,-79.6790149871
43.5441130634,-79.6798673539
43.5433865844,-79.6808165213
43.5432890350,-79.6809461435
43.5432437681,-79.6810028321
43.5432038024,-79.6810507404
43.5431620506,-79.6810999254
43.5431175554,-79.6811454567
43.5430703025,-79.6811860968
43.5430042742,-79.6812382865
43.5429542778,-79.6812752728
43.5429024383,-79.6813085859
43.5428514419,-79.6813369293
43.5427932725,-79.6813679047
43.5427458054,-79.6813899820
43.5427036680,-79.6814057542
43.5426570440,-79.6814228619
43.5426130919,-79.6814374358
43.5425736123,-79.6814494366
43.5425457922,-79.6814574698
43.5413804100,-79.6815138159
43.5413912065,-79.6819034793
43.5414010302,-79.6822869752
43.5414047435,-79.6823747763
43.5414156439,-79.6824611831
43.5414328313,-79.6825462152
43.5414571631,-79.6826261407
43.5414886678,-79.6827034344
43.5415300887,-79.6827817502
43.5417337080,-79.6831053283
43.5418839754,-79.6833310470
43.5422186267,-79.6829140541
43.5423633178,-79.6827338992
43.5423971684,-79.6827022172
43.5424221882,-79.6826855810
43.5424499655,-79.6826738359
43.5424813579,-79.6826632499
43.5424994472,-79.6826702827
43.5425230231,-79.6826846229
43.5425521998,-79.6827161702
43.5425832909,-79.6827575783
43.5430769870,-79.6834845611
43.5430769870,-79.6834845611
43.5434305285,-79.6840041759
43.5443239043,-79.6852708484
43.5444959570,-79.6855122005
43.5445215322,-79.6855438285
43.5445544227,-79.6855852002
43.5446326924,-79.6856577698
43.5447804471,-79.6857436838
43.5448625887,-79.6855265139
43.5449310386,-79.6853715334
43.5449900274,-79.6852551315
43.5450736946,-79.6850923924
43.5451496158,-79.6849607676
43.5452442699,-79.6848138809
43.5454863608,-79.6844904874
43.5455733399,-79.6843809018
43.5457506990,-79.6841443257
43.5464276361,-79.6832692737
43.5470878839,-79.6842291193
43.5477803277,-79.6852489430
43.5491471613,-79.6872085864
43.5495151747,-79.6877353878
43.5496268869,-79.6878976101
43.5500361581,-79.6884891365
43.5501067219,-79.6885965460
43.5501763996,-79.6887052129
43.5502451913,-79.6888151372
43.5503130968,-79.6889263190
43.5503792160,-79.6890387776
43.5504444492,-79.6891524937
43.5505087962,-79.6892674672
43.5505713570,-79.6893837176
43.5505897580,-79.6894179818
43.5505897580,-79.6894179818
43.5506339318,-79.6895012059
43.5506947203,-79.6896199711
43.5507537083,-79.6897387756
43.5508182817,-79.6898735529
43.5518640095,-79.6920272806
43.5531193877,-79.6947237574
43.5538447886,-79.6962729672
43.5539535938,-79.6964971810
43.5540903355,-79.6968025037
43.5541936822,-79.6970218848
43.5547176670,-79.6981235976
43.5547822448,-79.6982596306
43.5549234265,-79.6985599136
43.5543889782,-79.6991483438
43.5534303304,-79.7002027150
43.5529527294,-79.6993773239
43.5525240757,-79.6998470806
43.5525240757,-79.6998470806
43.5512985420,-79.7011869238
43.5513754932,-79.7014613403
43.5511816416,-79.7016759586
43.5510521983,-79.7014571407
43.5512985420,-79.7011869238
43.5529527294,-79.6993773239
43.5534303304,-79.7002027150
43.5543889782,-79.6991483438
43.5549234265,-79.6985599136
43.5547822448,-79.6982596306
43.5547176670,-79.6981235976
43.5541936822,-79.6970218848
43.5540903355,-79.6968025037
43.5539535938,-79.6964971810
43.5538447886,-79.6962729672
43.5531193877,-79.6947237574
43.5531776879,-79.6947039286
43.5532387311,-79.6946877547
43.5533052884,-79.6946813659
43.5533512263,-79.6946828503
43.5535216444,-79.6947039319
43.5536659994,-79.6947292903
43.5537571445,-79.6947471312
43.5538391746,-79.6947552647
43.5539797452,-79.6947646106
43.5540338271,-79.6947696333
43.5541284457,-79.6947762571
43.5543435763,-79.6947703752
43.5544558454,-79.6947456670
43.5545661868,-79.6947098578
43.5546746148,-79.6946641855
43.5547802433,-79.6946099071
43.5549839877,-79.6944742748
43.5550812034,-79.6943929403
43.5551738191,-79.6943030384
43.5553461931,-79.6941012264
43.5554250513,-79.6939893358
43.5557814951,-79.6935062181
43.5569554085,-79.6917549495
43.5574052141,-79.6911694990
43.5591180577,-79.6884431835
43.5595027055,-79.6878306239
43.5609536251,-79.6855109837
43.5610013809,-79.6854356548
43.5611976480,-79.6851206037
43.5615153164,-79.6846357541
43.5618393695,-79.6841581896
43.5619049142,-79.6840638983
43.5621679926,-79.6836867114
43.5623709125,-79.6834024587
43.5625012002,-79.6832225574
43.5628407927,-79.6827656884
43.5631840554,-79.6823149253
43.5633242433,-79.6821348034
43.5635214288,-79.6819001941
43.5638560574,-79.6814818033
43.5641952852,-79.6810719752
43.5645390837,-79.6806682340
43.5648874818,-79.6802730554
43.5652413795,-79.6798864200
43.5655989481,-79.6795058911
43.5659611164,-79.6791339251
43.5663269842,-79.6787705417
43.5666974376,-79.6784144833
43.5668524228,-79.6782686904
43.5670857503,-79.6780456469
43.5673868608,-79.6777666334
43.5674848638,-79.6776765694
43.5678876627,-79.6773148362
43.5682941470,-79.6769604473
43.5686544085,-79.6766578374
43.5689406567,-79.6764175235
43.5709051015,-79.6747646058
43.5713945615,-79.6743452037
43.5714614287,-79.6742880092
43.5715256240,-79.6742333501
43.5719250402,-79.6738914577
43.5733535151,-79.6726873165
43.5749191643,-79.6713562553
43.5756688705,-79.6707081466
43.5760841904,-79.6703410871
43.5764966932,-79.6699641766
43.5768111121,-79.6696699231
43.5778709230,-79.6685901282
43.5791452448,-79.6672206977
43.5793661537,-79.6669383886
43.5797893257,-79.6663964698
43.5807682510,-79.6652551824
43.5815970785,-79.6642150262
43.5820203093,-79.6636792597
43.5829736206,-79.6626598377
43.5831860521,-79.6624235107
43.5833788403,-79.6621244468
43.5834414625,-79.6620128213
43.5835249493,-79.6618375628
43.5836021347,-79.6616624435
43.5836551601,-79.6615002455
43.5836972963,-79.6613308567
43.5837321874,-79.6611579124
43.5837607480,-79.6609826309
43.5837827895,-79.6607889141
43.5837999520,-79.6606398965
43.5838234445,-79.6604932157
43.5838541672,-79.6603488518
43.5838912345,-79.6602080629
43.5839355320,-79.6600695907
43.5839862031,-79.6599371701
43.5840432188,-79.6598083245
43.5841057079,-79.6596855505
43.5841745562,-79.6595675896
43.5842488926,-79.6594569386
43.5843295154,-79.6593449092
43.5844059133,-79.6592565076
43.5845456131,-79.6591146770
43.5846786198,-79.6590163474
43.5847671845,-79.6589673120
43.5848379638,-79.6589372512
43.5851379369,-79.6587955759
43.5854894672,-79.6587506096
43.5859486545,-79.6586722848
43.5860536692,-79.6586439401
43.5861604841,-79.6586155554
43.5862644968,-79.6585785619
43.5863674931,-79.6585316813
43.5864676871,-79.6584761920
43.5865659645,-79.6584108354
43.5866524960,-79.6583420234
43.5869985925,-79.6580642968
43.5872774969,-79.6578921121
43.5878232211,-79.6573621978
43.5880973452,-79.6570897766
43.5883472659,-79.6568265623
43.5896321965,-79.6554526882
43.5911483236,-79.6538332763
43.5913261543,-79.6536422537
43.5914195194,-79.6535423070
43.5915155556,-79.6534398228
43.5939296696,-79.6508550161
43.5955022987,-79.6491461461
43.5948487076,-79.6480123377
43.5943321180,-79.6471195385
43.5942716544,-79.6471840749
43.5941872089,-79.6472764034
